index,tid,loc_name,loc_number,loc_type,address_1,country,city,state,phone,postal_code,group_branch_number,latitude,longitude,update_timestamp,RunDate,InsertUpdateTime,RunID,brand
1708,105693,Glen Burnie Ritchie Hwy.,E11826,CITY,6807 Ritchie Hwy,US,Glen Burnie,MD,+1 410-553-6889,21061,1826,39.1879,-76.6126,2022-04-11 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1709,105694,Glen Burnie Crain Hwy.,E11803,CITY,500 Crain Hwy N,US,Glen Burnie,MD,+1 410-787-9210,21061,1803,39.171247,-76.621249,2021-12-31 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1710,105695,Eldersburg,E11844,CITY,1532 Liberty Rd Ste 112,US,Sykesville,MD,+1 410-552-5609,21784,1844,39.401387,-76.940869,2021-12-27 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1711,105696,Ellicott City,E11805,CITY,10270 Baltimore National Pike,US,Ellicott City,MD,+1 410-480-9664,21042,1805,39.280329,-76.867366,2022-02-18 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1712,105697,Baltimore-Washington Intl. Airport,BWIT61,AIRPORT,7426 New Ridge Rd,US,Hanover,MD,+1 833-856-0899,21076,184A,39.176651,-76.702895,2019-07-01 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1713,105698,Pasadena,E11820,CITY,8154 Ritchie Highway,US,Pasadena,MD,+1 410-315-7980,21122,1820,39.122638,-76.586764,2022-04-27 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1714,105699,Jessup,E11835,CITY,7351 Assateague Dr Ste 50,US,Jessup,MD,+1 410-799-0975,20794,1835,39.168738,-76.786151,2021-06-25 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1715,105700,Columbia,E11814,CITY,8916 Mcgaw Ct Ste 1a,US,Columbia,MD,+1 410-290-7355,21045,1814,39.189863,-76.824419,2021-12-28 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1716,105701,Clarksville Center,E11845,CITY,12186 Clarksville Pike,US,Clarksville,MD,+1 443-535-0067,21029,1845,39.2133,-76.9366,2022-01-05 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1717,105702,Laurel Washington Blvd.,E1162Q,CITY,9943 Washington Blvd,US,Laurel,MD,+1 301-617-9677,20723,162Q,39.113505,-76.834196,2021-12-29 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1718,105703,Annapolis Bestgate Rd.,E11836,CITY,913a Commerce Road,US,Annapolis,MD,+1 410-224-2940,21401,1836,38.994268,-76.545719,2021-12-27 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1719,105704,Crofton,E11813,CITY,1651 Crofton Blvd,US,Crofton,MD,+1 410-721-3628,21114,1813,39.016369,-76.697912,2021-06-25 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1720,105705,Laurel Baltimore Ave.,E1162T,CITY,13605 Baltimore Ave,US,Laurel,MD,+1 301-490-2796,20707,162T,39.076948,-76.867072,2022-04-13 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1721,105706,Annapolis West St.,E11855,CITY,1968 West St,US,Annapolis,MD,+1 410-897-0420,21401,1855,38.9816,-76.528,2021-12-28 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1722,105707,Mount Airy,E1162B,CITY,3 West Ridgeville Blvd,US,Mount Airy,MD,+1 301-829-6899,21771,162B,39.3642,-77.1607,2022-03-22 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:47,46292,ENTERPRISE
1723,105708,Frederick Urbana Pike,E11617,CITY,6003 Urbana Pike,US,Frederick,MD,+1 301-695-8822,21704,1617,39.399133,-77.408619,2022-04-13 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1724,105709,Gaithersburg Woodfield Rd.,E11639,CITY,18540 Woodfield Road,US,Gaithersburg,MD,+1 301-948-8188,20879,1639,39.160809,-77.159192,2021-12-29 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1725,105710,FrederickÂ Patrick St.,E11645,CITY,1410 W Patrick St,US,Frederick,MD,+1 301-631-6884,21702,1645,39.4201,-77.4637,2022-04-26 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1726,105711,Germantown,E11673,CITY,19801 Frederick Rd,US,Germantown,MD,+1 301-515-4200,20876,1673,39.179857,-77.23813,2022-04-13 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1727,105712,Gaithersburg Frederick Ave.,E1166H,CITY,446 N Frederick Ave,US,Gaithersburg,MD,+1 301-330-7712,20877,166H,39.148177,-77.206896,2022-04-13 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1728,105713,Gaithersburg Shady Grove Rd.,E1164Q,CITY,16127 Shady Grove Rd,US,Gaithersburg,MD,+1 301-208-7315,20877,164Q,39.120604,-77.179528,2022-02-02 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1729,105714,Rockville Frederick Rd.,E11601,CITY,15123 Frederick Rd,US,Rockville,MD,+1 301-309-1711,20850,1601,39.103893,-77.155983,2021-12-29 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1730,105715,Rockville Southlawn Ln.,E11696,CITY,14809 Southlawn Ln,US,Rockville,MD,+1 301-545-0076,20850,1696,39.0982,-77.1359,2022-01-21 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1731,105716,Silver Spring Auto Park,E11614,CITY,13807 Outlet Dr,US,Silver Spring,MD,+1 301-890-5117,20904,1614,39.083,-76.9459,2022-03-17 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1732,105717,Rockville Pike,E11674,CITY,702 Rockville Pike,US,Rockville,MD,+1 301-610-0800,20852,1674,39.080051,-77.143095,2022-01-04 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1733,105718,Rockville White Flint Train Station,E11698,CITY,11760b Parklawn Dr,US,Rockville,MD,+1 301-770-0037,20852,1698,39.049092,-77.102476,2022-03-22 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1734,105719,Wheaton Veirs Mill Rd.,E11623,CITY,11201 Veirs Mill Rd,US,Silver Spring,MD,+1 301-929-8228,20902,1623,39.0404,-77.0557,2022-03-22 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1735,105720,Beltsville Baltimore Ave.,E11669,CITY,10981 Baltimore Avenue,US,Beltsville,MD,+1 301-931-0260,20705,1669,39.033411,-76.909289,2021-12-29 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1736,105721,Bethesda Democracy,E11636,CITY,6711 Democracy Blvd,US,Bethesda,MD,+1 301-469-6100,20817,1636,39.02227,-77.13837,2021-12-29 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1737,105722,College Park,E11602,CITY,9321 Baltimore Ave,US,College Park,MD,+1 301-345-6070,20740,1602,39.007348,-76.929516,2021-12-29 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1738,105723,Silver Spring Georgia Ave.,E1162A,CITY,8208 Georgia Ave,US,Silver Spring,MD,+1 301-563-6500,20910,162A,38.991891,-77.026778,2022-03-30 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1739,105724,Downtown Bethesda,E11620,CITY,6826 Wisconsin Ave,US,Bethesda,MD,+1 301-907-7780,20815,1620,38.98827,-77.094994,2022-03-30 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1740,105725,Takoma Park New Hampshire Ave,E1169X,CITY,6494 New Hampshire Ave,US,Takoma Park,MD,+1 301-273-2099,20912,169X,38.9688,-77.0006,2022-03-22 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:51,46292,ENTERPRISE
1741,105726,Charles Town,E1162N,CITY,765 E Washington St,US,Charles Town,WV,+1 304-724-6605,25414,162N,39.293068,-77.847733,2022-03-30 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:54,46292,ENTERPRISE
1742,105727,Purcellville Terry's Body Shop,E1164F,CITY,101 N Bailey Ln,US,Purcellville,VA,+1 540-751-1000,20132,164F,39.144513,-77.71863,2022-03-22 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:54,46292,ENTERPRISE
1743,105728,Leesburg,E11628,CITY,25 Fairfax St Se,US,Leesburg,VA,+1 703-777-5800,20175,1628,39.108249,-77.566291,2022-03-30 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:54,46292,ENTERPRISE
1744,105729,Sterling Route 28,E116A7,CITY,22035 Railcar Dr,US,Sterling,VA,+1 703-444-6360,20164,16A7,39.0065,-77.4317,2022-03-22 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:54,46292,ENTERPRISE
1745,105730,Sterling Caliber Collision,E1165Y,CITY,202 Lane Ct,US,Sterling,VA,+1 703-464-3391,20166,165Y,38.9849,-77.4441,2022-03-22 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:54,46292,ENTERPRISE
1746,105731,Washington Dulles Airport Exotics,WASC61,AIRPORT,23430 Autopilot Dr,US,Sterling,VA,+1 844-829-6815,20166,16ED,38.968,-77.4491,2022-03-22 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:54,46292,ENTERPRISE
1747,105732,Washington Dulles International Airport,IADT61,AIRPORT,23430 Autopilot Dr,US,Dulles,VA,+1 844-648-1602,20166,16V1,38.968,-77.4491,2022-03-22 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:54,46292,ENTERPRISE
1748,105733,Winchester N. McGhee Rd.,E116A8,CITY,202 Mcghee Rd,US,Winchester,VA,+1 540-678-7020,22603,16A8,39.2213,-78.1442,2022-05-02 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:55,46292,ENTERPRISE
1749,105734,Winchester,E11635,CITY,2711 Valley Ave,US,Winchester,VA,+1 540-662-4600,22601,1635,39.151492,-78.188162,2022-04-13 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:55,46292,ENTERPRISE
1750,105735,Keyser,E16857,CITY,1084 New Creek Highway,US,Keyser,WV,+1 304-597-2202,26726,6857,39.440928,-78.973916,2021-09-16 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:57,46292,ENTERPRISE
1751,105736,Oakland,E16858,CITY,12451 Garrett Hwy,US,Oakland,MD,+1 301-334-6400,21550,6858,39.419584,-79.400029,2021-10-07 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:58,46292,ENTERPRISE
1752,105737,Fairmont,E16834,CITY,26 Riverside Drive,US,Fairmont,WV,+1 304-366-3600,26554,6834,39.4619,-80.1741,2021-09-16 00:00:00,2022-05-03 08:50:05,2022-05-03 14:28:59,46292,ENTERPRISE
1753,105738,Bridgeport N. Central West Virginia Airport,CKBT61,AIRPORT,2000 Aviation Way,US,Bridgeport,WV,+1 304-623-3600,26330,685E,39.3004,-80.2299,2022-02-11 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:00,46292,ENTERPRISE
1754,105739,Clarksburg,E16854,CITY,107 Emily Dr,US,Clarksburg,WV,+1 304-623-3600,26301,6854,39.278529,-80.280903,2022-05-02 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:00,46292,ENTERPRISE
1755,105740,Marietta,E16853,CITY,1011 Pike St,US,Marietta,OH,+1 740-376-9990,45750,6853,39.4013,-81.4092,2022-04-05 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:05,46292,ENTERPRISE
1756,105741,Parkersburg 7th St.,E16833,CITY,1520 7th St,US,Parkersburg,WV,+1 304-422-3600,26101,6833,39.266312,-81.534655,2022-05-02 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:05,46292,ENTERPRISE
1757,105742,Chillicothe,E13857,CITY,1607 N. Bridge St.,US,Chillicothe,OH,+1 740-773-0875,45601,3857,39.371647,-82.975604,2022-01-24 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:09,46292,ENTERPRISE
1758,105743,Jackson,E16824,CITY,1029 E Main St,US,Jackson,OH,+1 740-288-2158,45640,6824,39.034004,-82.626438,2022-01-28 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:09,46292,ENTERPRISE
1759,105744,Wilmington,E13870,CITY,1850 Rombach Ave,US,Wilmington,OH,+1 937-383-2728,45177,3870,39.450542,-83.797141,2022-02-04 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1760,105745,Hillsboro,E1387A,CITY,856 W Main St,US,Hillsboro,OH,+1 937-840-0800,45133,387A,39.204991,-83.633734,2021-11-01 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1761,105746,Lebanon,E13885,CITY,760 Columbus Ave,US,Lebanon,OH,+1 513-933-9535,45036,3885,39.446417,-84.188786,2022-01-25 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1762,105747,Mason,E13818,CITY,12066 Montgomery Road,US,Cincinnati,OH,+1 513-697-4171,45249,3818,39.288742,-84.302005,2022-03-09 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1763,105748,West Chester ABRA Auto Body,E138H1,CITY,8445 Cincinnati Columbus Rd,US,West Chester,OH,+1 513-847-4424,45069,38H1,39.331806,-84.350947,2022-02-11 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1764,105749,Union Centre,E138H2,CITY,8770 Union Centre Blvd,US,West Chester,OH,+1 513-275-3779,45069,38H2,39.3354,-84.435,2021-12-21 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1765,105750,Milford,E13811,CITY,830 State Route 28,US,Milford,OH,+1 513-576-7999,45150,3811,39.185321,-84.266403,2021-12-21 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1766,105751,Cincinnati Sharonville,E13819,CITY,3680 Park 42 Drive,US,Cincinnati,OH,+1 513-956-2400,45241,3819,39.281514,-84.404166,2022-01-31 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1767,105752,Cincinnati Springdale,E13804,CITY,11375 Princeton Pike,US,Cincinnati,OH,+1 513-771-7100,45246,3804,39.283547,-84.467521,2022-04-30 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1768,105753,Fairfield,E13803,CITY,5389 Dixie Hwy,US,Fairfield,OH,+1 513-829-3400,45014,3803,39.33524,-84.526773,2022-01-24 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1769,105754,Hamilton,E13812,CITY,920 S. Erie Hwy,US,Hamilton,OH,+1 513-737-4100,45011,3812,39.385706,-84.549324,2021-12-21 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1770,105755,Cincinnati Eastgate,E13821,CITY,4394 Eastgate Sq Dr,US,Cincinnati,OH,+1 513-752-3338,45245,3821,39.0922,-84.2688,2022-01-24 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1771,105756,Cincinnati Norwood,E13810,CITY,5550 Ridge Ave,US,Cincinnati,OH,+1 513-731-3131,45213,3810,39.173188,-84.426762,2021-12-17 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:13,46292,ENTERPRISE
1772,105757,Cincinnati Ohio Pike,E13801,CITY,825 Ohio Pike,US,Cincinnati,OH,+1 513-528-7100,45245,3801,39.064329,-84.278781,2021-12-28 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:14,46292,ENTERPRISE
1773,105758,Amelia,E138C2,CITY,1298 Oh 125,US,Amelia,OH,+1 513-718-9246,45102,38C2,39.0435,-84.2401,2021-10-13 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:14,46292,ENTERPRISE
1774,105759,Cincinnati 8 Mile & Beechmont,E13814,CITY,8401 Beechmont Ave,US,Cincinnati,OH,+1 513-388-5600,45255,3814,39.072287,-84.321633,2022-01-18 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:14,46292,ENTERPRISE
1775,105760,Cincinnati Lunken FBO Airport,E138A9,AIRPORT,262 Wilmer Ave,US,Cincinnati,OH,+1 513-388-5600,45226,38A9,39.103709,-84.429626,2022-04-12 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:14,46292,ENTERPRISE
1776,105761,Cincinnati ABRA Auto Body,E13829,CITY,4080 Rev Dr,US,Cincinnati,OH,+1 513-681-5900,45232,3829,39.164317,-84.508901,2021-12-17 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:14,46292,ENTERPRISE
1777,105762,Cincinnati Colerain Ave.,E13802,CITY,8605 Colerain Ave,US,Cincinnati,OH,+1 513-385-6800,45251,3802,39.227777,-84.589201,2021-12-17 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:14,46292,ENTERPRISE
1778,105763,Cincinnati Walnut Hills,E13816,CITY,2530 Reading Road,US,Cincinnati,OH,+1 513-751-0200,45202,3816,39.127506,-84.500628,2021-12-17 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:14,46292,ENTERPRISE
1779,105764,Harrison,E13822,CITY,10106 Harrison Ave,US,Harrison,OH,+1 513-202-1500,45030,3822,39.242644,-84.776924,2021-03-30 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:20,46292,ENTERPRISE
1780,105765,Cincinnati Bridgetown,E13824,CITY,6610 Glenway Ave,US,Cincinnati,OH,+1 513-598-4999,45211,3824,39.156504,-84.629451,2021-12-17 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:20,46292,ENTERPRISE
1781,105766,Cincinnati Western Hills,E13806,CITY,5520 Glenway Ave,US,Cincinnati,OH,+1 513-922-2222,45238,3806,39.130844,-84.608569,2022-01-04 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:20,46292,ENTERPRISE
1782,105767,Newport,E13825,CITY,1746 Monmouth St,US,Newport,KY,+1 859-431-2828,41071,3825,39.082183,-84.482247,2022-01-18 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:20,46292,ENTERPRISE
1783,105768,Covington,E13826,CITY,3288 Madison Pike,US,Covington,KY,+1 859-331-5100,41017,3826,39.041954,-84.525006,2021-12-17 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:20,46292,ENTERPRISE
1784,105769,Cincinnati-Northern Kentucky Intl. Airport,CVGT61,AIRPORT,3057 Terminal Dr,US,Hebron,KY,+1 844-913-0728,41048,38E0,39.0558,-84.6564,2022-01-27 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:20,46292,ENTERPRISE
1785,105770,Lawrenceburg,E13823,CITY,708 W Eads Pkwy,US,Lawrenceburg,IN,+1 812-537-5300,47025,3823,39.091622,-84.872005,2022-02-08 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:20,46292,ENTERPRISE
1786,105771,Florence Merchants St.,E1381H,CITY,5977 Merchants St,US,Florence,KY,+1 859-283-3040,41042,381H,39.00875,-84.65362,2021-12-17 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:20,46292,ENTERPRISE
1787,105772,Florence Burlington Pike,E13805,CITY,7484 Burlington Pike,US,Florence,KY,+1 859-371-2330,41042,3805,39.000757,-84.638057,2022-01-18 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:20,46292,ENTERPRISE
1788,105773,Greensburg,E10864,CITY,2128 N. Middle Dr.,US,Greensburg,IN,+1 812-933-5700,47240,0864,39.3576,-85.4782,2021-03-31 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:26,46292,ENTERPRISE
1789,105774,Columbus,E10843,CITY,2021 25th Street,US,Columbus,IN,+1 812-375-1198,47201,0843,39.222934,-85.90257,2020-10-27 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:27,46292,ENTERPRISE
1790,105775,Martinsville,E10825,CITY,655 West Southview,US,Martinsville,IN,+1 765-349-1641,46151,0825,39.40505,-86.436539,2020-08-25 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:28,46292,ENTERPRISE
1791,105776,Bloomington N. College Ave.,E10870,CITY,1601 N College Ave,US,Bloomington,IN,+1 812-336-6635,47404,0870,39.180584,-86.534765,2020-09-29 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:28,46292,ENTERPRISE
1792,105777,Bloomington S. Walnut St.,E10841,CITY,1905 S Walnut St,US,Bloomington,IN,+1 812-336-2114,47401,0841,39.146729,-86.532458,2020-09-29 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:29,46292,ENTERPRISE
1793,105778,Terre Haute 7th & U.S. Hwy. 41,E10842,CITY,5075 S Us Highway 41,US,Terre Haute,IN,+1 812-235-3142,47802,0842,39.405414,-87.40787,2020-11-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:30,46292,ENTERPRISE
1794,105779,Mattoon,E16203,CITY,2009 Lakeland Blvd,US,Mattoon,IL,+1 217-235-1300,61938,6203,39.463571,-88.376628,2022-04-19 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:32,46292,ENTERPRISE
1795,105780,Effingham,E16205,CITY,1608 S Banker St,US,Effingham,IL,+1 217-347-6600,62401,6205,39.107544,-88.546858,2022-02-02 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:41,46292,ENTERPRISE
1796,105781,Litchfield Schmitt-Brubaker Chevrolet,E1013B,CITY,1a Galaxy Lane,US,Litchfield,IL,+1 217-331-7315,62056,013B,39.175326,-89.654258,2022-01-25 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:46,46292,ENTERPRISE
1797,105782,Troy,E10168,CITY,397 Travis Blvd,US,Troy,MO,+1 636-528-1424,63379,0168,38.968221,-90.963507,2022-04-27 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:49,46292,ENTERPRISE
1798,105783,Mexico Fischer Body Shop,E101AM,CITY,3800 S Clark St,US,Mexico,MO,+1 573-582-0891,65265,01AM,39.1344,-91.8929,2022-04-27 00:00:00,2022-05-03 08:50:05,2022-05-03 14:29:52,46292,ENTERPRISE
1799,105784,Liberty,E10527,CITY,609 S State Route 291,US,Liberty,MO,+1 816-792-1444,64068,0527,39.23994,-94.438714,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:03,46292,ENTERPRISE
1800,105785,Gladstone,E10505,CITY,7507 N Oak Trfy,US,Gladstone,MO,+1 816-436-6900,64118,0505,39.231037,-94.57601,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:03,46292,ENTERPRISE
1801,105786,Blue Springs,E10523,CITY,320 Nw. 7 Highway,US,Blue Springs,MO,+1 816-224-4949,64014,0523,39.019248,-94.262956,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:03,46292,ENTERPRISE
1802,105787,Kansas City International Airport,MCIT61,AIRPORT,648 N Madrid,US,Kansas City,MO,+1 833-338-3316,64153,05C1,39.304808,-94.70577,2021-09-28 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:39,46292,ENTERPRISE
1803,105788,Platte Woods,E10542,CITY,7515 Nw Prairie View Rd,US,Platte Woods,MO,+1 816-746-4000,64151,0542,39.23198,-94.657866,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:39,46292,ENTERPRISE
1804,105789,Leavenworth,E10512,CITY,4614 S 4th St,US,Leavenworth,KS,+1 913-727-2222,66048,0512,39.272767,-94.899821,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:39,46292,ENTERPRISE
1805,105790,Exec Air,E10540,AIRPORT,10 Richards Rd,US,Kansas City,MO,+1 816-221-0780,64116,0540,39.117179,-94.591212,2020-06-10 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:39,46292,ENTERPRISE
1806,105791,Downtown Kansas City,E10503,CITY,600 Grand Blvd,US,Kansas City,MO,+1 816-842-4700,64106,0503,39.106214,-94.580374,2022-04-01 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:39,46292,ENTERPRISE
1807,105792,Kansas City 78th & State,E10537,CITY,7611 State Ave,US,Kansas City,KS,+1 913-334-2571,66112,0537,39.116321,-94.75551,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:40,46292,ENTERPRISE
1808,105793,Kansas City Premier Auto Outlet,E105E5,CITY,1801 N 100th Terrace,US,Kansas City,KS,+1 913-251-3396,66111,05E5,39.130967,-94.810338,2021-08-02 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:40,46292,ENTERPRISE
1809,105794,Kansas City Midtown,E10533,CITY,3543 Main,US,Kansas City,MO,+1 816-931-1208,64111,0533,39.062171,-94.585685,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:40,46292,ENTERPRISE
1810,105795,Independence,E10504,CITY,3445 S Noland Rd,US,Independence,MO,+1 816-836-3200,64055,0504,39.058285,-94.414675,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:40,46292,ENTERPRISE
1811,105796,Exotic Car Collection - Kansas City,E105EX,EXOTICS,10000 Shawnee Mission Pkwy,US,Merriam,KS,+1 913-201-5299,66203,05EX,39.0152,-94.7024,2022-03-21 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:40,46292,ENTERPRISE
1812,105797,Merriam,E10511,CITY,10000 Shawnee Mission Parkway,US,Merriam,KS,+1 913-262-8888,66203,0511,39.015073,-94.702296,2022-04-01 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:40,46292,ENTERPRISE
1813,105798,Raytown,E10508,CITY,9720 E State Route 350,US,Raytown,MO,+1 816-358-0404,64133,0508,38.990397,-94.467262,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:40,46292,ENTERPRISE
1814,105799,Overland Park 78th & Metcalf,E10501,CITY,7800 Metcalf,US,Overland Park,KS,+1 913-383-1300,66204,0501,38.987581,-94.667788,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:40,46292,ENTERPRISE
1815,105800,Downtown Topeka,E10561,CITY,333 Sw Topeka Blvd,US,Topeka,KS,+1 785-233-0200,66603,0561,39.056966,-95.677545,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:47,46292,ENTERPRISE
1816,105801,Topeka West,E10581,CITY,2009 Sw Westport Dr,US,Topeka,KS,+1 785-338-7616,66604,0581,39.0307,-95.7578,2021-11-04 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:47,46292,ENTERPRISE
1817,105802,Manhattan,E15165,CITY,2304 Stagg Hill Rd,US,Manhattan,KS,+1 785-537-6000,66502,5165,39.167576,-96.596539,2022-04-29 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:52,46292,ENTERPRISE
1818,105803,Manhattan Regional Airport,MHKT61,AIRPORT,5500 Fort Riley Blvd Ste 107,US,Manhattan,KS,+1 833-827-6508,66502,51ZE,39.131929,-96.672207,2022-04-22 00:00:00,2022-05-03 08:50:05,2022-05-03 14:30:52,46292,ENTERPRISE
